store_id,region,product_id,category,avg_inventory_level,avg_daily_sales,cogs_90_days,avg_inventory_value,inventory_turnover_ratio,days_of_supply,avg_unit_price,movement_type,performance_rating
S002,South,P0171,Electronics,149,104.54,148962.02,8478.29,74.09,1,63.06,FAST_MOVER,EXCELLENT
S002,East,P0159,Electronics,143,100.04,128187.76,7216.30,74.02,1,53.61,FAST_MOVER,EXCELLENT
S003,East,P0070,Electronics,156,94.23,142003.11,7787.32,73.71,2,52.83,FAST_MOVER,EXCELLENT
S001,South,P0070,Electronics,125,86.88,133001.78,7273.65,73.20,1,64.84,FAST_MOVER,EXCELLENT
S001,North,P0085,Electronics,134,92.62,129469.48,7097.87,72.86,1,58.68,FAST_MOVER,EXCELLENT
S003,South,P0070,Electronics,131,90.54,127578.38,6975.63,72.73,1,58.78,FAST_MOVER,EXCELLENT
S005,South,P0159,Electronics,143,91.36,121348.93,6997.24,72.49,2,52.78,FAST_MOVER,EXCELLENT
S004,East,P0183,Electronics,144,98.54,117463.80,6777.25,72.39,1,50.00,FAST_MOVER,EXCELLENT
S001,North,P0159,Electronics,140,95.69,134751.22,7500.87,72.31,1,57.10,FAST_MOVER,EXCELLENT
S003,South,P0085,Electronics,124,84.62,107865.56,6108.26,71.82,1,52.58,FAST_MOVER,EXCELLENT
S001,West,P0031,Electronics,143,86.14,102172.45,6044.12,71.03,2,45.06,FAST_MOVER,EXCELLENT
S004,South,P0085,Electronics,137,88.44,97331.24,5534.46,70.69,2,41.15,FAST_MOVER,EXCELLENT
S003,South,P0183,Electronics,139,96.32,97233.08,5500.52,70.38,1,43.61,FAST_MOVER,EXCELLENT
S003,North,P0171,Electronics,136,85.81,117921.66,6900.73,69.21,2,55.48,FAST_MOVER,EXCELLENT
S005,North,P0159,Electronics,131,82.63,111758.65,6346.76,69.03,2,55.09,FAST_MOVER,EXCELLENT
S001,South,P0175,Electronics,124,83.88,109715.61,6588.84,68.83,1,53.02,FAST_MOVER,EXCELLENT
S004,North,P0159,Electronics,135,99.04,129842.19,7288.64,68.46,1,58.92,FAST_MOVER,EXCELLENT
S003,West,P0159,Electronics,150,92.96,114851.24,6703.38,67.96,2,47.74,FAST_MOVER,EXCELLENT
S004,East,P0070,Electronics,141,94.28,105073.79,6464.01,67.89,1,47.36,FAST_MOVER,EXCELLENT
S005,South,P0070,Electronics,126,87.58,110358.83,6574.53,67.77,1,57.43,FAST_MOVER,EXCELLENT
S003,West,P0171,Electronics,139,88.92,118936.72,7361.17,67.57,2,55.74,FAST_MOVER,EXCELLENT
S005,North,P0171,Electronics,146,96.04,136281.09,8308.50,66.90,2,62.69,FAST_MOVER,EXCELLENT
S002,East,P0070,Electronics,138,98.87,111441.07,7042.93,66.77,1,51.63,FAST_MOVER,EXCELLENT
S005,West,P0183,Electronics,128,87.42,109799.21,6690.25,66.24,1,54.66,FAST_MOVER,EXCELLENT
S001,North,P0031,Electronics,143,96.83,129285.46,8036.25,65.95,1,60.37,FAST_MOVER,EXCELLENT
S005,South,P0171,Electronics,150,89.59,107649.02,6583.19,65.55,2,51.03,MEDIUM_MOVER,GOOD
S004,West,P0159,Electronics,125,84.17,87448.72,5678.63,65.41,1,46.29,MEDIUM_MOVER,GOOD
S003,West,P0031,Electronics,132,88.92,103539.97,6496.09,65.34,1,57.31,MEDIUM_MOVER,GOOD
S001,West,P0175,Electronics,126,84.46,90411.32,5967.80,65.20,1,47.11,MEDIUM_MOVER,GOOD
S002,North,P0183,Electronics,145,92.80,115108.49,6910.11,65.01,2,53.32,MEDIUM_MOVER,GOOD
S003,South,P0068,Electronics,122,88.68,113701.75,7141.02,64.95,1,60.53,MEDIUM_MOVER,GOOD
S004,South,P0159,Electronics,146,97.25,114163.43,7188.39,64.89,2,53.43,MEDIUM_MOVER,GOOD
S003,South,P0171,Electronics,131,86.71,105186.52,6612.49,64.63,2,51.36,MEDIUM_MOVER,GOOD
S003,South,P0175,Electronics,126,83.54,97274.39,6226.59,64.62,2,54.45,MEDIUM_MOVER,GOOD
S003,West,P0068,Electronics,140,97.22,97741.77,6381.45,64.61,1,49.83,MEDIUM_MOVER,GOOD
S005,West,P0085,Electronics,125,86.17,110507.49,6818.55,64.15,1,54.86,MEDIUM_MOVER,GOOD
S002,North,P0171,Electronics,145,87.31,105740.47,6844.71,63.69,2,52.62,MEDIUM_MOVER,GOOD
S002,East,P0085,Electronics,129,87.87,108447.07,6999.35,63.58,1,61.66,MEDIUM_MOVER,GOOD
S002,North,P0159,Electronics,142,96.61,93425.14,6103.28,63.54,1,47.96,MEDIUM_MOVER,GOOD
S001,West,P0159,Electronics,140,84.27,118738.99,7633.49,63.49,2,56.75,MEDIUM_MOVER,GOOD
S005,North,P0070,Electronics,130,84.42,117210.61,7729.01,63.43,2,62.82,MEDIUM_MOVER,GOOD
S004,North,P0171,Electronics,136,78.67,94990.50,6134.94,63.32,2,50.30,MEDIUM_MOVER,GOOD
S004,West,P0175,Electronics,148,95.83,110511.04,7220.30,63.11,2,51.38,MEDIUM_MOVER,GOOD
S004,West,P0171,Electronics,125,81.17,110360.37,6924.74,63.03,2,57.98,MEDIUM_MOVER,GOOD
S005,East,P0085,Electronics,141,90.92,113139.69,7284.75,62.67,2,55.84,MEDIUM_MOVER,GOOD
S004,North,P0031,Electronics,126,88.64,101635.90,6324.29,62.54,1,56.22,MEDIUM_MOVER,GOOD
S001,East,P0175,Electronics,136,95.05,104015.45,6833.76,62.52,1,47.73,MEDIUM_MOVER,GOOD
S004,South,P0031,Electronics,144,88.88,109742.09,7131.33,62.48,2,56.12,MEDIUM_MOVER,GOOD
S004,South,P0070,Electronics,126,81.00,100290.62,6534.46,62.47,2,54.61,MEDIUM_MOVER,GOOD
S004,East,P0031,Electronics,126,88.09,100350.80,6293.07,62.33,1,54.99,MEDIUM_MOVER,GOOD
S005,North,P0183,Electronics,141,86.52,116893.59,7669.23,62.00,2,55.56,MEDIUM_MOVER,GOOD
S003,East,P0175,Electronics,150,95.08,113547.43,7626.77,61.85,2,52.09,MEDIUM_MOVER,GOOD
S005,North,P0085,Electronics,128,77.72,120130.99,7794.48,61.74,2,67.66,MEDIUM_MOVER,GOOD
S004,North,P0175,Electronics,140,96.82,108077.36,7018.76,61.68,1,55.06,MEDIUM_MOVER,GOOD
S004,East,P0085,Electronics,149,98.30,125345.78,8375.67,61.67,2,61.58,MEDIUM_MOVER,GOOD
S001,East,P0068,Electronics,143,90.25,121545.76,8044.82,61.52,2,59.74,MEDIUM_MOVER,GOOD
S003,West,P0070,Electronics,146,91.79,105444.16,6784.44,61.37,2,49.23,MEDIUM_MOVER,GOOD
S005,West,P0070,Electronics,108,77.95,92388.81,5973.40,61.31,1,61.42,MEDIUM_MOVER,GOOD
S002,East,P0068,Electronics,133,95.57,109116.40,7356.09,60.98,1,59.76,MEDIUM_MOVER,GOOD
S005,East,P0171,Electronics,123,80.57,104131.06,6927.51,60.90,2,61.62,MEDIUM_MOVER,GOOD
S005,South,P0068,Electronics,137,89.09,111444.21,7582.19,60.77,2,59.11,MEDIUM_MOVER,GOOD
S002,West,P0085,Electronics,132,81.71,92426.31,6129.11,60.44,2,50.98,MEDIUM_MOVER,GOOD
S001,East,P0183,Electronics,132,85.43,108888.33,7210.58,60.43,2,57.07,MEDIUM_MOVER,GOOD
S004,South,P0175,Electronics,160,103.48,151509.46,10014.41,60.28,2,66.45,MEDIUM_MOVER,GOOD
S002,West,P0159,Electronics,150,106.10,128074.95,8454.20,60.22,1,59.32,MEDIUM_MOVER,GOOD
S003,North,P0085,Electronics,141,87.13,124799.65,8141.71,60.18,2,63.96,SLOW_MOVER,AVERAGE
S003,East,P0068,Electronics,144,88.58,106237.06,7260.23,60.07,2,54.50,SLOW_MOVER,AVERAGE
S005,South,P0085,Electronics,129,100.63,108226.24,7327.37,60.01,1,59.74,SLOW_MOVER,AVERAGE
S004,North,P0085,Electronics,138,88.22,95559.01,6636.37,59.63,2,54.91,SLOW_MOVER,AVERAGE
S003,West,P0175,Electronics,145,92.70,107222.08,7275.02,59.56,2,55.70,SLOW_MOVER,AVERAGE
S001,West,P0183,Electronics,147,90.00,119536.77,8021.66,59.42,2,57.44,SLOW_MOVER,AVERAGE
S001,East,P0070,Electronics,129,78.67,82190.24,5762.70,59.24,2,50.49,SLOW_MOVER,AVERAGE
S004,North,P0068,Electronics,141,93.14,105977.20,7297.37,58.82,2,58.18,SLOW_MOVER,AVERAGE
S001,West,P0085,Electronics,136,85.43,100713.94,7219.63,58.43,2,56.65,SLOW_MOVER,AVERAGE
S003,East,P0085,Electronics,124,84.43,99023.34,6953.91,58.19,1,58.08,SLOW_MOVER,AVERAGE
S001,North,P0070,Electronics,129,80.35,94067.27,6501.29,57.94,2,57.39,SLOW_MOVER,AVERAGE
S002,East,P0175,Electronics,127,85.43,97267.68,6855.70,57.40,1,60.85,SLOW_MOVER,AVERAGE
S002,West,P0171,Electronics,130,87.24,90022.96,6299.67,57.19,1,56.08,SLOW_MOVER,AVERAGE
S004,North,P0070,Electronics,143,95.76,101791.92,7501.25,57.19,1,55.73,SLOW_MOVER,AVERAGE
S005,South,P0183,Electronics,139,85.30,103900.12,7319.02,57.17,2,56.27,SLOW_MOVER,AVERAGE
S001,North,P0171,Electronics,132,92.65,96773.34,6965.53,57.15,1,56.36,SLOW_MOVER,AVERAGE
S005,North,P0068,Electronics,137,87.91,116035.88,7996.53,57.10,2,62.23,SLOW_MOVER,AVERAGE
S005,East,P0070,Electronics,130,82.82,94853.90,6571.06,56.92,2,56.72,SLOW_MOVER,AVERAGE
S003,West,P0085,Electronics,126,88.20,83888.15,6376.49,56.78,1,53.23,SLOW_MOVER,AVERAGE
S001,South,P0159,Electronics,136,94.85,89558.62,6334.25,56.78,1,52.63,SLOW_MOVER,AVERAGE
S003,East,P0183,Electronics,137,91.00,103445.09,7393.29,56.75,2,59.13,SLOW_MOVER,AVERAGE
S005,South,P0031,Electronics,127,80.50,118865.73,8264.18,56.66,2,67.71,SLOW_MOVER,AVERAGE
S001,North,P0183,Electronics,129,81.32,107566.77,7767.00,56.38,2,63.85,SLOW_MOVER,AVERAGE
S003,North,P0175,Electronics,132,91.45,79077.14,5622.84,56.11,1,48.01,SLOW_MOVER,AVERAGE
S001,South,P0171,Electronics,137,85.82,110416.74,7978.26,55.80,2,57.78,SLOW_MOVER,AVERAGE
S002,West,P0070,Electronics,132,86.43,81121.34,5945.14,55.76,2,51.28,SLOW_MOVER,AVERAGE
S005,East,P0031,Electronics,139,90.90,103543.02,7873.58,55.76,2,61.66,SLOW_MOVER,AVERAGE
S004,West,P0031,Electronics,138,86.32,85327.22,6344.86,55.64,2,48.95,SLOW_MOVER,AVERAGE
S003,East,P0031,Electronics,123,73.48,78617.92,5551.52,55.60,2,47.17,SLOW_MOVER,AVERAGE
S004,West,P0068,Electronics,157,102.38,106109.20,7812.95,55.50,2,54.82,SLOW_MOVER,AVERAGE
S004,South,P0183,Electronics,140,86.95,102038.59,7927.46,55.31,2,58.70,SLOW_MOVER,AVERAGE
S001,East,P0031,Electronics,130,84.38,100723.48,7091.63,55.24,2,58.93,SLOW_MOVER,AVERAGE
S004,South,P0171,Electronics,142,100.74,96612.24,6761.03,54.79,1,56.35,SLOW_MOVER,AVERAGE
S002,South,P0159,Electronics,147,94.05,105057.14,7765.99,54.56,2,55.70,SLOW_MOVER,AVERAGE
S001,South,P0183,Electronics,137,83.27,86965.51,6694.59,54.23,2,53.44,SLOW_MOVER,AVERAGE
S005,South,P0175,Electronics,134,85.19,95555.83,7165.48,54.07,2,56.39,SLOW_MOVER,AVERAGE
S003,North,P0068,Electronics,149,90.18,93023.60,7050.45,54.03,2,54.63,SLOW_MOVER,AVERAGE
S001,West,P0068,Electronics,131,85.90,86915.10,6361.50,53.31,2,51.84,SLOW_MOVER,AVERAGE
S005,West,P0159,Electronics,148,102.53,108292.86,8426.33,53.29,1,61.52,SLOW_MOVER,AVERAGE
S001,East,P0085,Electronics,157,97.14,103899.11,8108.56,52.66,2,54.60,SLOW_MOVER,AVERAGE
S005,East,P0068,Electronics,133,89.68,116133.40,8963.44,52.10,1,72.80,NON_MOVER,NEEDS_IMPROVEMENT
S004,East,P0171,Electronics,155,94.43,123212.03,9683.20,52.00,2,64.29,NON_MOVER,NEEDS_IMPROVEMENT
S004,East,P0175,Electronics,139,81.00,90335.15,7156.12,51.84,2,55.31,NON_MOVER,NEEDS_IMPROVEMENT
S002,North,P0068,Electronics,142,94.95,89971.61,7062.53,51.48,1,57.14,NON_MOVER,NEEDS_IMPROVEMENT
S004,East,P0159,Electronics,151,95.35,90582.09,6958.05,51.27,2,51.65,NON_MOVER,NEEDS_IMPROVEMENT
S002,East,P0031,Electronics,138,82.62,68217.62,5545.31,50.88,2,41.88,NON_MOVER,NEEDS_IMPROVEMENT
S004,West,P0183,Electronics,136,77.45,75436.69,6263.75,50.66,2,46.85,NON_MOVER,NEEDS_IMPROVEMENT
S002,West,P0031,Electronics,143,93.89,85594.29,6989.97,50.54,2,52.31,NON_MOVER,NEEDS_IMPROVEMENT
S002,South,P0175,Electronics,153,86.23,114660.07,8996.62,50.45,2,59.61,NON_MOVER,NEEDS_IMPROVEMENT
S001,South,P0085,Electronics,131,77.33,82803.05,6519.39,50.33,2,51.38,NON_MOVER,NEEDS_IMPROVEMENT
S001,South,P0068,Electronics,120,81.89,67912.21,5660.51,49.82,1,52.00,NON_MOVER,NEEDS_IMPROVEMENT
S002,East,P0171,Electronics,135,91.89,102861.53,8269.20,49.81,1,65.83,NON_MOVER,NEEDS_IMPROVEMENT
S004,West,P0070,Electronics,139,81.29,93420.18,7988.34,49.65,2,62.65,NON_MOVER,NEEDS_IMPROVEMENT
S001,West,P0171,Electronics,136,87.21,80857.48,6878.13,49.49,2,52.59,NON_MOVER,NEEDS_IMPROVEMENT
S002,West,P0183,Electronics,129,77.60,62324.99,5383.78,48.94,2,46.68,NON_MOVER,NEEDS_IMPROVEMENT
S001,North,P0175,Electronics,140,84.40,95686.57,7762.48,48.76,2,60.74,NON_MOVER,NEEDS_IMPROVEMENT
S004,West,P0085,Electronics,124,83.11,89356.16,7367.62,48.75,1,65.42,NON_MOVER,NEEDS_IMPROVEMENT
S005,East,P0183,Electronics,131,82.84,74790.07,6103.64,48.55,2,50.24,NON_MOVER,NEEDS_IMPROVEMENT
S002,North,P0175,Electronics,139,90.89,86743.72,7571.01,47.77,2,59.45,NON_MOVER,NEEDS_IMPROVEMENT
S002,North,P0031,Electronics,128,79.11,80029.53,6813.71,47.72,2,60.11,NON_MOVER,NEEDS_IMPROVEMENT
S005,East,P0175,Electronics,152,88.45,92164.97,7829.06,47.31,2,54.81,NON_MOVER,NEEDS_IMPROVEMENT
S003,South,P0159,Electronics,147,95.22,75394.82,6237.89,47.18,2,46.21,NON_MOVER,NEEDS_IMPROVEMENT
S002,South,P0070,Electronics,123,74.42,75865.61,6401.64,46.46,2,59.00,NON_MOVER,NEEDS_IMPROVEMENT
S001,East,P0159,Electronics,147,88.84,97316.60,8784.53,46.44,2,63.30,NON_MOVER,NEEDS_IMPROVEMENT
S004,North,P0183,Electronics,143,77.57,88077.29,7445.15,46.11,2,53.20,NON_MOVER,NEEDS_IMPROVEMENT
S005,East,P0159,Electronics,142,94.29,98592.49,8589.05,45.88,2,65.43,NON_MOVER,NEEDS_IMPROVEMENT
S001,West,P0070,Electronics,159,99.67,85986.80,7572.25,45.74,2,53.66,NON_MOVER,NEEDS_IMPROVEMENT
S005,West,P0171,Electronics,143,100.38,87105.91,7953.28,45.67,1,56.86,NON_MOVER,NEEDS_IMPROVEMENT
S002,South,P0183,Electronics,120,78.41,67181.08,6209.78,45.23,2,58.87,NON_MOVER,NEEDS_IMPROVEMENT
S005,North,P0031,Electronics,141,92.24,88951.85,8169.51,45.08,2,64.00,NON_MOVER,NEEDS_IMPROVEMENT
S002,South,P0068,Electronics,116,61.19,64438.52,5777.65,44.94,2,55.76,NON_MOVER,NEEDS_IMPROVEMENT
S005,West,P0175,Electronics,138,87.35,85900.08,7624.29,43.51,2,58.63,NON_MOVER,NEEDS_IMPROVEMENT
S003,North,P0159,Electronics,138,84.59,62574.87,6140.35,42.15,2,50.86,NON_MOVER,NEEDS_IMPROVEMENT
S001,South,P0031,Electronics,134,81.24,72695.66,6933.92,41.93,2,55.08,NON_MOVER,NEEDS_IMPROVEMENT
S003,North,P0031,Electronics,131,77.94,67990.26,7211.88,38.53,2,54.73,NON_MOVER,NEEDS_IMPROVEMENT
S003,West,P0183,Electronics,149,98.43,62464.46,6580.11,37.60,2,48.90,NON_MOVER,NEEDS_IMPROVEMENT
S004,East,P0068,Electronics,143,78.38,54261.31,6258.86,35.56,2,48.81,NON_MOVER,NEEDS_IMPROVEMENT
S002,South,P0085,Electronics,135,88.69,66676.49,7829.97,34.62,2,64.71,NON_MOVER,NEEDS_IMPROVEMENT
S003,East,P0171,Electronics,154,90.14,58780.70,7075.19,33.23,2,49.02,NON_MOVER,NEEDS_IMPROVEMENT
S003,North,P0070,Electronics,170,103.82,57000.98,8465.95,27.26,2,55.06,NON_MOVER,NEEDS_IMPROVEMENT
S004,East,P0116,Furniture,150,97.50,216957.52,8540.55,99.87,2,58.42,FAST_MOVER,EXCELLENT
S002,North,P0149,Furniture,131,88.70,154432.73,6748.69,90.85,1,54.65,FAST_MOVER,EXCELLENT
S001,North,P0149,Furniture,157,103.61,178864.66,7845.51,88.40,2,55.95,FAST_MOVER,EXCELLENT
S004,North,P0079,Furniture,135,90.75,139266.68,6216.95,87.56,1,48.50,FAST_MOVER,EXCELLENT
S005,East,P0116,Furniture,140,99.77,129014.23,6172.72,86.60,1,49.91,FAST_MOVER,EXCELLENT
S003,West,P0149,Furniture,135,87.16,141416.70,6773.58,84.00,2,56.18,FAST_MOVER,EXCELLENT
S005,South,P0153,Furniture,139,100.25,142461.84,6920.60,81.67,1,55.40,FAST_MOVER,EXCELLENT
S002,West,P0129,Furniture,141,98.04,126086.23,6494.36,79.19,1,52.01,FAST_MOVER,EXCELLENT
S003,East,P0116,Furniture,147,97.31,153999.79,8020.02,77.91,2,61.01,FAST_MOVER,EXCELLENT
S001,West,P0067,Furniture,142,96.68,158356.33,8230.01,77.25,1,64.85,FAST_MOVER,EXCELLENT
S004,South,P0149,Furniture,151,95.17,144622.31,7671.27,76.93,2,57.24,FAST_MOVER,EXCELLENT
S002,South,P0153,Furniture,144,97.67,121397.75,6313.61,74.23,1,50.11,FAST_MOVER,EXCELLENT
S004,North,P0153,Furniture,128,86.44,109502.17,5968.10,74.17,1,48.26,FAST_MOVER,EXCELLENT
S001,East,P0129,Furniture,135,98.64,118376.18,6640.13,73.84,1,55.62,FAST_MOVER,EXCELLENT
S002,South,P0079,Furniture,147,102.69,139896.62,7766.15,73.68,1,55.53,FAST_MOVER,EXCELLENT
S001,East,P0079,Furniture,142,98.85,105841.27,6057.37,73.54,1,44.00,FAST_MOVER,EXCELLENT
S005,North,P0153,Furniture,151,109.04,126115.47,7027.13,73.18,1,50.98,FAST_MOVER,EXCELLENT
S004,West,P0153,Furniture,127,85.00,106950.34,5998.37,73.05,1,52.19,FAST_MOVER,EXCELLENT
S002,South,P0067,Furniture,124,84.73,131712.15,7271.07,72.25,1,64.94,FAST_MOVER,EXCELLENT
S004,West,P0079,Furniture,126,93.13,121018.64,6781.10,71.91,1,60.82,FAST_MOVER,EXCELLENT
S003,North,P0153,Furniture,129,94.75,104392.09,6102.03,71.38,1,52.25,FAST_MOVER,EXCELLENT
S003,South,P0067,Furniture,140,88.07,123020.59,6834.12,71.34,2,51.98,FAST_MOVER,EXCELLENT
S005,East,P0129,Furniture,151,95.00,156324.88,9191.11,71.32,2,63.62,FAST_MOVER,EXCELLENT
S003,North,P0129,Furniture,130,89.96,90603.07,5324.98,70.33,1,42.86,FAST_MOVER,EXCELLENT
S005,South,P0149,Furniture,126,86.96,103289.75,5928.24,70.22,1,50.86,FAST_MOVER,EXCELLENT
S004,South,P0067,Furniture,148,94.26,135705.79,7864.12,69.95,2,56.62,FAST_MOVER,EXCELLENT
S003,South,P0153,Furniture,127,84.19,127849.38,7390.05,69.75,2,61.14,FAST_MOVER,EXCELLENT
S001,North,P0153,Furniture,139,99.50,126796.30,7593.12,69.55,1,54.82,FAST_MOVER,EXCELLENT
S003,West,P0067,Furniture,146,91.78,117771.62,7069.65,68.99,2,49.17,FAST_MOVER,EXCELLENT
S005,East,P0079,Furniture,143,101.33,128400.85,7628.41,68.93,1,55.60,FAST_MOVER,EXCELLENT
S005,North,P0079,Furniture,133,89.96,117896.50,6954.10,68.72,1,56.37,MEDIUM_MOVER,GOOD
S002,East,P0067,Furniture,151,97.50,109284.00,6602.29,68.22,2,45.75,MEDIUM_MOVER,GOOD
S001,North,P0129,Furniture,158,104.12,111527.15,6643.95,66.73,2,46.03,MEDIUM_MOVER,GOOD
S002,North,P0116,Furniture,142,83.25,120220.12,7396.43,66.37,2,56.63,MEDIUM_MOVER,GOOD
S002,North,P0067,Furniture,145,103.13,114019.94,6870.31,66.20,1,51.75,MEDIUM_MOVER,GOOD
S002,East,P0129,Furniture,143,93.00,110665.65,6925.28,66.01,2,53.01,MEDIUM_MOVER,GOOD
S001,South,P0149,Furniture,132,89.21,91934.70,5860.62,66.01,1,50.74,MEDIUM_MOVER,GOOD
S003,East,P0153,Furniture,128,89.52,119385.85,7134.26,65.28,1,61.89,MEDIUM_MOVER,GOOD
S003,West,P0079,Furniture,135,93.74,90385.62,5636.21,64.87,1,43.34,MEDIUM_MOVER,GOOD
S005,East,P0067,Furniture,149,99.33,103513.76,6583.60,64.83,2,48.41,MEDIUM_MOVER,GOOD
S002,North,P0079,Furniture,128,85.29,115456.14,7154.61,64.82,2,63.12,MEDIUM_MOVER,GOOD
S001,North,P0079,Furniture,144,99.43,135007.13,8121.07,64.41,1,60.01,MEDIUM_MOVER,GOOD
S005,West,P0067,Furniture,142,90.00,103793.05,6389.36,64.15,2,51.62,MEDIUM_MOVER,GOOD
S002,West,P0153,Furniture,128,80.00,114939.74,7406.95,63.17,2,62.64,MEDIUM_MOVER,GOOD
S001,East,P0116,Furniture,161,104.25,133959.07,8534.67,63.17,2,56.15,MEDIUM_MOVER,GOOD
S005,North,P0129,Furniture,159,98.80,123270.32,8012.70,63.14,2,50.56,MEDIUM_MOVER,GOOD
S004,North,P0129,Furniture,121,81.91,99155.55,6353.50,62.90,1,55.44,MEDIUM_MOVER,GOOD
S004,West,P0129,Furniture,143,92.17,96325.59,6036.57,62.86,2,48.57,MEDIUM_MOVER,GOOD
S003,South,P0129,Furniture,138,91.91,117493.73,7979.17,62.34,1,60.47,MEDIUM_MOVER,GOOD
S001,West,P0153,Furniture,150,95.71,119819.32,7879.90,62.19,2,55.58,MEDIUM_MOVER,GOOD
S005,North,P0149,Furniture,147,93.33,112880.88,7680.08,61.99,2,57.12,MEDIUM_MOVER,GOOD
S004,East,P0067,Furniture,122,80.43,99928.16,6394.83,61.70,2,55.45,MEDIUM_MOVER,GOOD
S004,East,P0129,Furniture,135,85.29,100420.85,6512.56,61.48,2,52.87,MEDIUM_MOVER,GOOD
S002,East,P0116,Furniture,145,93.96,119431.24,8166.75,60.51,2,62.97,MEDIUM_MOVER,GOOD
S004,North,P0149,Furniture,123,83.00,71208.85,4833.59,60.30,1,43.94,MEDIUM_MOVER,GOOD
S003,South,P0079,Furniture,134,90.36,98152.16,6960.34,60.23,1,55.68,MEDIUM_MOVER,GOOD
S004,West,P0067,Furniture,139,89.96,101499.45,6716.99,60.20,2,52.18,MEDIUM_MOVER,GOOD
S001,East,P0153,Furniture,142,95.27,105097.19,7270.86,60.04,1,51.41,MEDIUM_MOVER,GOOD
S001,East,P0067,Furniture,141,86.38,101616.92,6702.58,59.78,2,53.24,MEDIUM_MOVER,GOOD
S001,West,P0116,Furniture,132,90.48,103324.62,7284.30,58.48,1,58.77,MEDIUM_MOVER,GOOD
S003,West,P0129,Furniture,128,83.86,86552.95,5812.66,58.33,2,48.47,SLOW_MOVER,AVERAGE
S003,North,P0079,Furniture,144,86.00,96917.57,6556.59,58.15,2,51.14,SLOW_MOVER,AVERAGE
S005,South,P0067,Furniture,152,98.91,115347.71,8178.89,57.97,2,60.35,SLOW_MOVER,AVERAGE
S003,North,P0116,Furniture,156,95.65,114481.02,7999.78,57.31,2,54.96,SLOW_MOVER,AVERAGE
S001,North,P0067,Furniture,143,95.81,100067.80,6996.46,57.19,1,51.77,SLOW_MOVER,AVERAGE
S002,East,P0079,Furniture,147,93.91,91729.24,6852.43,57.18,2,53.25,SLOW_MOVER,AVERAGE
S001,South,P0079,Furniture,163,104.14,110371.80,7929.90,57.13,2,53.03,SLOW_MOVER,AVERAGE
S001,West,P0079,Furniture,130,91.80,79185.20,5541.00,57.12,1,45.46,SLOW_MOVER,AVERAGE
S001,North,P0116,Furniture,162,99.00,112837.79,8012.05,57.02,2,56.76,SLOW_MOVER,AVERAGE
S004,South,P0153,Furniture,150,100.43,103334.51,7196.80,57.00,1,52.88,SLOW_MOVER,AVERAGE
S003,East,P0129,Furniture,129,86.00,73391.98,5177.05,56.82,1,43.51,SLOW_MOVER,AVERAGE
S003,East,P0079,Furniture,139,88.55,94932.78,6800.92,56.80,2,52.24,SLOW_MOVER,AVERAGE
S002,South,P0129,Furniture,154,102.71,97716.02,7161.49,56.79,1,49.13,SLOW_MOVER,AVERAGE
S002,West,P0149,Furniture,126,92.53,90082.42,6751.02,56.63,1,55.67,SLOW_MOVER,AVERAGE
S004,South,P0116,Furniture,143,94.43,83400.84,6156.35,56.26,2,47.19,SLOW_MOVER,AVERAGE
S005,South,P0129,Furniture,141,89.05,113743.76,8196.71,56.22,2,63.93,SLOW_MOVER,AVERAGE
S005,North,P0116,Furniture,145,90.77,94993.42,6735.49,55.68,2,52.50,SLOW_MOVER,AVERAGE
S003,South,P0149,Furniture,146,99.50,92341.16,6520.51,55.45,1,51.08,SLOW_MOVER,AVERAGE
S004,East,P0149,Furniture,135,80.04,95821.50,7277.47,55.38,2,59.36,SLOW_MOVER,AVERAGE
S005,West,P0153,Furniture,140,95.65,102867.32,7688.94,55.28,1,60.43,SLOW_MOVER,AVERAGE
S003,North,P0149,Furniture,144,97.60,88973.50,6392.12,55.11,1,48.12,SLOW_MOVER,AVERAGE
S002,South,P0116,Furniture,136,83.82,89794.98,6903.07,54.95,2,57.70,SLOW_MOVER,AVERAGE
S003,West,P0116,Furniture,139,89.48,105768.44,7445.57,54.84,2,57.15,SLOW_MOVER,AVERAGE
S001,South,P0129,Furniture,138,88.67,103133.18,7633.94,54.70,2,61.54,SLOW_MOVER,AVERAGE
S005,South,P0079,Furniture,135,86.81,100744.31,7445.87,54.65,2,58.13,SLOW_MOVER,AVERAGE
S005,West,P0079,Furniture,150,95.95,96251.95,7397.97,54.55,2,52.90,SLOW_MOVER,AVERAGE
S005,East,P0149,Furniture,166,111.30,116775.52,8827.31,54.25,1,54.80,SLOW_MOVER,AVERAGE
S005,West,P0116,Furniture,153,97.38,92270.74,7063.19,54.21,2,51.93,SLOW_MOVER,AVERAGE
S002,West,P0079,Furniture,144,101.32,89840.50,6636.09,54.16,1,48.53,SLOW_MOVER,AVERAGE
S001,South,P0116,Furniture,158,91.35,105010.54,7836.03,54.03,2,52.52,SLOW_MOVER,AVERAGE
S005,West,P0149,Furniture,137,82.55,90813.26,6844.06,53.92,2,51.71,NON_MOVER,NEEDS_IMPROVEMENT
S001,South,P0153,Furniture,153,96.52,92616.06,7134.01,53.85,2,50.35,NON_MOVER,NEEDS_IMPROVEMENT
S003,East,P0067,Furniture,142,97.58,90965.16,6840.30,52.87,1,52.97,NON_MOVER,NEEDS_IMPROVEMENT
