store_id,region,product_id,category,inventory_level,price,discount_pct,inventory_value,stock_status,seasonality,weather_condition
S001,South,P0133,Clothing,155,85.20,20.00,10564.80,NORMAL,Winter,Sunny
S003,South,P0183,Electronics,155,76.04,10.00,10607.58,NORMAL,Winter,Cloudy
S001,East,P0166,Groceries,156,97.52,10.00,13691.81,NORMAL,Winter,Sunny
S001,South,P0126,Clothing,156,21.37,10.00,3000.35,NORMAL,Winter,Snowy
S001,South,P0129,Furniture,156,85.98,5.00,12742.24,NORMAL,Winter,Rainy
S002,South,P0178,Clothing,156,81.05,20.00,10115.04,NORMAL,Winter,Cloudy
S002,West,P0061,Clothing,156,27.59,0.00,4304.04,NORMAL,Winter,Snowy
S003,West,P0125,Clothing,156,36.08,0.00,5628.48,NORMAL,Winter,Cloudy
S003,East,P0083,Toys,157,16.68,5.00,2487.82,NORMAL,Winter,Sunny
S001,East,P0116,Furniture,158,16.76,10.00,2383.27,NORMAL,Winter,Snowy
S001,East,P0187,Clothing,158,50.14,15.00,6733.80,NORMAL,Winter,Rainy
S001,South,P0149,Furniture,158,84.35,5.00,12660.94,NORMAL,Winter,Snowy
S002,West,P0094,Groceries,158,82.34,0.00,13009.72,NORMAL,Winter,Snowy
S004,East,P0031,Electronics,158,79.53,15.00,10680.88,NORMAL,Winter,Sunny
S002,West,P0126,Clothing,159,13.46,10.00,1926.13,NORMAL,Winter,Cloudy
S004,South,P0129,Furniture,159,57.45,0.00,9134.55,NORMAL,Winter,Sunny
S001,North,P0183,Electronics,160,32.34,0.00,5174.40,NORMAL,Winter,Snowy
S001,South,P0079,Furniture,160,22.60,5.00,3435.20,NORMAL,Winter,Rainy
S003,North,P0085,Electronics,160,86.88,10.00,12510.72,NORMAL,Winter,Cloudy
S003,West,P0126,Clothing,160,66.91,10.00,9635.04,NORMAL,Winter,Sunny
S004,North,P0083,Toys,160,96.28,10.00,13864.32,NORMAL,Winter,Rainy
S005,East,P0057,Clothing,160,22.26,15.00,3027.36,NORMAL,Winter,Snowy
S005,East,P0067,Furniture,160,88.42,10.00,12732.48,NORMAL,Winter,Cloudy
S001,North,P0094,Groceries,161,11.79,15.00,1613.46,NORMAL,Winter,Rainy
S001,West,P0068,Electronics,161,15.90,0.00,2559.90,NORMAL,Winter,Rainy
S003,North,P0187,Clothing,161,79.98,15.00,10945.26,NORMAL,Winter,Sunny
S004,East,P0070,Electronics,161,49.43,0.00,7958.23,NORMAL,Winter,Snowy
S004,South,P0149,Furniture,161,76.48,10.00,11081.95,NORMAL,Winter,Rainy
S005,East,P0175,Electronics,161,81.47,0.00,13116.67,NORMAL,Winter,Snowy
S005,North,P0079,Furniture,161,67.90,10.00,9838.71,NORMAL,Winter,Sunny
S003,South,P0133,Clothing,162,25.98,15.00,3577.45,NORMAL,Winter,Snowy
S005,South,P0096,Toys,162,15.19,0.00,2460.78,NORMAL,Winter,Snowy
S001,West,P0016,Clothing,163,25.88,10.00,3796.60,NORMAL,Winter,Rainy
S002,East,P0187,Clothing,163,11.61,10.00,1703.19,NORMAL,Winter,Cloudy
S003,East,P0085,Electronics,163,23.19,5.00,3590.97,NORMAL,Winter,Snowy
S003,North,P0126,Clothing,163,41.63,0.00,6785.69,NORMAL,Winter,Cloudy
S003,West,P0070,Electronics,163,79.68,0.00,12987.84,NORMAL,Winter,Snowy
S005,East,P0159,Electronics,163,88.92,10.00,13044.56,NORMAL,Winter,Sunny
S005,North,P0067,Furniture,163,82.55,20.00,10764.52,NORMAL,Winter,Sunny
S002,North,P0079,Furniture,164,77.15,0.00,12652.60,NORMAL,Winter,Rainy
S002,South,P0061,Clothing,164,66.75,0.00,10947.00,NORMAL,Winter,Rainy
S003,East,P0116,Furniture,164,99.87,5.00,15559.75,NORMAL,Winter,Snowy
S005,East,P0070,Electronics,164,44.18,10.00,6520.97,NORMAL,Winter,Sunny
S005,North,P0126,Clothing,164,96.54,10.00,14249.30,NORMAL,Winter,Sunny
S001,West,P0126,Clothing,165,48.50,20.00,6402.00,NORMAL,Winter,Sunny
S003,North,P0094,Groceries,165,28.88,15.00,4050.42,NORMAL,Winter,Rainy
S003,West,P0057,Clothing,165,94.38,0.00,15572.70,NORMAL,Winter,Sunny
S001,South,P0016,Clothing,166,84.66,10.00,12648.20,NORMAL,Winter,Sunny
S002,South,P0069,Clothing,166,76.13,10.00,11373.82,NORMAL,Winter,Rainy
S003,East,P0153,Furniture,166,71.93,15.00,10149.32,NORMAL,Winter,Snowy
S004,North,P0126,Clothing,166,44.23,0.00,7342.18,NORMAL,Winter,Snowy
S005,East,P0046,Clothing,166,41.32,0.00,6859.12,NORMAL,Winter,Rainy
S005,South,P0094,Groceries,166,50.15,0.00,8324.90,NORMAL,Winter,Cloudy
S002,East,P0046,Clothing,167,75.85,10.00,11400.26,NORMAL,Winter,Snowy
S003,West,P0153,Furniture,167,11.39,10.00,1711.92,NORMAL,Winter,Rainy
S005,South,P0017,Toys,167,95.26,10.00,14317.58,NORMAL,Winter,Snowy
S001,South,P0171,Electronics,168,97.12,0.00,16316.16,NORMAL,Winter,Sunny
S002,South,P0067,Furniture,168,47.12,10.00,7124.54,NORMAL,Winter,Rainy
S002,West,P0070,Electronics,168,26.48,10.00,4003.78,NORMAL,Winter,Snowy
S003,South,P0046,Clothing,168,13.93,10.00,2106.22,NORMAL,Winter,Rainy
S001,South,P0183,Electronics,169,42.68,10.00,6491.63,NORMAL,Winter,Cloudy
S005,South,P0129,Furniture,169,40.03,0.00,6765.07,NORMAL,Winter,Snowy
S005,West,P0096,Toys,169,39.02,0.00,6594.38,NORMAL,Winter,Cloudy
S004,West,P0116,Furniture,170,11.86,10.00,1814.58,NORMAL,Winter,Cloudy
S001,West,P0069,Clothing,171,34.34,0.00,5872.14,NORMAL,Winter,Snowy
S003,East,P0133,Clothing,171,51.20,10.00,7879.68,NORMAL,Winter,Snowy
S003,East,P0159,Electronics,171,85.47,0.00,14615.37,NORMAL,Winter,Cloudy
S003,South,P0187,Clothing,171,91.89,15.00,13356.21,NORMAL,Winter,Rainy
S002,South,P0171,Electronics,172,44.77,0.00,7700.44,NORMAL,Winter,Sunny
S002,West,P0096,Toys,172,49.82,20.00,6855.23,NORMAL,Winter,Cloudy
S003,North,P0125,Clothing,172,71.62,15.00,10470.84,NORMAL,Winter,Snowy
S003,West,P0083,Toys,172,35.77,0.00,6152.44,NORMAL,Winter,Snowy
S005,West,P0178,Clothing,172,52.98,5.00,8656.93,NORMAL,Winter,Rainy
S002,East,P0133,Clothing,173,92.54,5.00,15208.95,NORMAL,Winter,Cloudy
S004,East,P0159,Electronics,173,18.17,10.00,2829.07,NORMAL,Winter,Rainy
S004,North,P0153,Furniture,173,40.08,10.00,6240.46,NORMAL,Winter,Cloudy
S004,South,P0096,Toys,173,35.48,0.00,6138.04,NORMAL,Winter,Sunny
S004,South,P0159,Electronics,173,14.94,10.00,2326.16,NORMAL,Winter,Sunny
S004,East,P0085,Electronics,174,25.71,5.00,4249.86,NORMAL,Winter,Sunny
S004,West,P0066,Clothing,174,52.89,15.00,7822.43,NORMAL,Winter,Cloudy
S005,South,P0068,Electronics,174,31.11,15.00,4601.17,NORMAL,Winter,Sunny
S003,East,P0061,Clothing,175,67.19,0.00,11758.25,NORMAL,Winter,Rainy
S004,West,P0016,Clothing,175,85.04,15.00,12649.70,NORMAL,Winter,Sunny
S005,East,P0079,Furniture,175,79.68,0.00,13944.00,NORMAL,Winter,Rainy
S005,East,P0149,Furniture,175,76.48,10.00,12045.60,NORMAL,Winter,Snowy
S001,West,P0085,Electronics,176,12.83,10.00,2032.27,NORMAL,Winter,Cloudy
S002,East,P0166,Groceries,176,99.94,10.00,15830.50,NORMAL,Winter,Cloudy
S002,West,P0017,Toys,176,69.83,20.00,9832.06,NORMAL,Winter,Snowy
S003,South,P0178,Clothing,176,15.77,5.00,2636.74,NORMAL,Winter,Cloudy
S004,West,P0171,Electronics,176,51.17,5.00,8555.62,NORMAL,Winter,Cloudy
S001,South,P0083,Toys,177,39.24,5.00,6598.21,NORMAL,Winter,Cloudy
S002,West,P0066,Clothing,177,35.55,10.00,5663.12,NORMAL,Winter,Rainy
S004,West,P0125,Clothing,177,70.03,10.00,11155.78,NORMAL,Winter,Rainy
S003,South,P0094,Groceries,178,29.31,20.00,4173.74,NORMAL,Winter,Snowy
S004,North,P0057,Clothing,178,99.31,5.00,16793.32,NORMAL,Winter,Rainy
S005,East,P0083,Toys,178,68.06,20.00,9691.74,NORMAL,Winter,Rainy
S005,North,P0096,Toys,178,25.17,15.00,3808.22,NORMAL,Winter,Cloudy
S001,North,P0079,Furniture,179,37.47,5.00,6371.77,NORMAL,Winter,Snowy
S002,West,P0133,Clothing,179,75.09,5.00,12769.05,NORMAL,Winter,Cloudy
S001,East,P0183,Electronics,180,43.58,0.00,7844.40,NORMAL,Winter,Cloudy
S002,East,P0183,Electronics,180,99.89,15.00,15283.17,NORMAL,Winter,Rainy
S003,North,P0070,Electronics,180,26.63,20.00,3834.72,NORMAL,Winter,Rainy
S003,West,P0129,Furniture,180,12.68,10.00,2054.16,NORMAL,Winter,Sunny
S005,North,P0149,Furniture,180,32.52,5.00,5560.92,NORMAL,Winter,Sunny
S005,South,P0133,Clothing,180,38.37,5.00,6561.27,NORMAL,Winter,Rainy
S005,South,P0153,Furniture,180,36.80,0.00,6624.00,NORMAL,Winter,Rainy
S005,South,P0175,Electronics,180,56.71,0.00,10207.80,NORMAL,Winter,Cloudy
S001,West,P0083,Toys,181,29.94,0.00,5419.14,NORMAL,Winter,Sunny
S004,North,P0070,Electronics,181,17.81,15.00,2740.07,NORMAL,Winter,Sunny
S004,South,P0125,Clothing,181,37.27,0.00,6745.87,NORMAL,Winter,Snowy
S005,East,P0069,Clothing,181,37.28,20.00,5398.14,NORMAL,Winter,Snowy
S001,South,P0017,Toys,182,81.18,10.00,13297.28,NORMAL,Winter,Rainy
S001,North,P0159,Electronics,183,92.36,0.00,16901.88,NORMAL,Winter,Sunny
S002,North,P0125,Clothing,183,62.06,20.00,9085.58,NORMAL,Winter,Rainy
S001,West,P0159,Electronics,184,35.18,5.00,6149.46,NORMAL,Winter,Cloudy
S002,West,P0031,Electronics,184,39.18,10.00,6488.21,NORMAL,Winter,Snowy
S004,North,P0129,Furniture,184,84.48,15.00,13212.67,NORMAL,Winter,Cloudy
S004,North,P0133,Clothing,184,64.60,5.00,11292.08,NORMAL,Winter,Rainy
S005,East,P0061,Clothing,184,92.04,5.00,16088.59,NORMAL,Winter,Sunny
S005,South,P0178,Clothing,184,92.10,10.00,15251.76,NORMAL,Winter,Rainy
S001,North,P0083,Toys,185,26.33,10.00,4383.95,NORMAL,Winter,Cloudy
S002,East,P0171,Electronics,185,78.54,0.00,14529.90,NORMAL,Winter,Rainy
S002,North,P0133,Clothing,185,97.79,0.00,18091.15,NORMAL,Winter,Snowy
S005,North,P0166,Groceries,185,84.27,10.00,14030.96,NORMAL,Winter,Rainy
S005,South,P0069,Clothing,185,84.72,0.00,15673.20,NORMAL,Winter,Cloudy
S001,South,P0057,Clothing,186,71.35,0.00,13271.10,NORMAL,Winter,Sunny
S001,South,P0094,Groceries,186,97.20,5.00,17175.24,NORMAL,Winter,Cloudy
S002,North,P0129,Furniture,186,52.87,10.00,8850.44,NORMAL,Winter,Cloudy
S005,North,P0159,Electronics,186,46.14,5.00,8152.94,NORMAL,Winter,Sunny
S005,West,P0066,Clothing,186,67.59,10.00,11314.57,NORMAL,Winter,Snowy
S005,West,P0159,Electronics,186,72.25,10.00,12094.65,NORMAL,Winter,Rainy
S002,North,P0017,Toys,187,75.71,10.00,12741.99,NORMAL,Winter,Cloudy
S004,East,P0178,Clothing,187,74.55,5.00,13243.81,NORMAL,Winter,Snowy
S005,West,P0057,Clothing,187,19.42,20.00,2905.23,NORMAL,Winter,Rainy
S001,West,P0129,Furniture,188,32.25,0.00,6063.00,NORMAL,Winter,Sunny
S003,East,P0046,Clothing,188,71.78,0.00,13494.64,NORMAL,Winter,Rainy
S003,North,P0068,Electronics,188,77.13,5.00,13775.42,NORMAL,Winter,Snowy
S003,West,P0067,Furniture,188,73.86,0.00,13885.68,NORMAL,Winter,Cloudy
S004,East,P0126,Clothing,188,65.78,15.00,10511.64,NORMAL,Winter,Cloudy
S005,East,P0016,Clothing,188,48.29,10.00,8170.67,NORMAL,Winter,Snowy
S005,East,P0066,Clothing,188,23.94,10.00,4050.65,NORMAL,Winter,Rainy
S002,West,P0125,Clothing,189,69.36,5.00,12453.59,NORMAL,Winter,Rainy
S003,South,P0079,Furniture,189,94.80,0.00,17917.20,NORMAL,Winter,Rainy
S004,East,P0125,Clothing,190,15.08,5.00,2721.94,NORMAL,Winter,Cloudy
S002,West,P0166,Groceries,191,23.94,0.00,4572.54,NORMAL,Winter,Rainy
S005,North,P0094,Groceries,191,68.70,20.00,10497.36,NORMAL,Winter,Sunny
S001,East,P0126,Clothing,192,36.93,5.00,6736.03,NORMAL,Winter,Cloudy
S001,West,P0061,Clothing,192,17.35,5.00,3164.64,NORMAL,Winter,Rainy
S002,West,P0183,Electronics,192,10.34,10.00,1786.75,NORMAL,Winter,Cloudy
S003,South,P0159,Electronics,192,32.20,15.00,5255.04,NORMAL,Winter,Cloudy
S005,South,P0061,Clothing,192,94.32,15.00,15393.02,NORMAL,Winter,Sunny
S001,East,P0094,Groceries,193,62.98,10.00,10939.63,NORMAL,Winter,Cloudy
S001,South,P0069,Clothing,193,88.01,10.00,15287.34,NORMAL,Winter,Cloudy
S001,West,P0066,Clothing,193,92.68,0.00,17887.24,NORMAL,Winter,Cloudy
S003,South,P0016,Clothing,193,54.65,0.00,10547.45,NORMAL,Winter,Rainy
S003,West,P0187,Clothing,193,59.54,5.00,10916.66,NORMAL,Winter,Cloudy
S004,West,P0133,Clothing,193,37.76,15.00,6194.53,NORMAL,Winter,Sunny
S002,North,P0116,Furniture,194,31.10,10.00,5430.06,NORMAL,Winter,Sunny
S004,West,P0094,Groceries,194,56.47,5.00,10407.42,NORMAL,Winter,Rainy
S005,West,P0187,Clothing,195,44.39,10.00,7790.45,NORMAL,Winter,Sunny
S001,South,P0159,Electronics,196,15.84,10.00,2794.18,NORMAL,Winter,Sunny
S004,South,P0133,Clothing,196,25.54,5.00,4755.55,NORMAL,Winter,Snowy
S004,West,P0178,Clothing,196,15.73,15.00,2620.62,NORMAL,Winter,Snowy
S002,West,P0016,Clothing,197,33.70,10.00,5975.01,NORMAL,Winter,Sunny
S003,East,P0125,Clothing,197,49.87,10.00,8841.95,NORMAL,Winter,Cloudy
S003,West,P0031,Electronics,197,66.56,15.00,11145.47,NORMAL,Winter,Rainy
S003,West,P0069,Clothing,197,16.23,10.00,2877.58,NORMAL,Winter,Snowy
S001,West,P0149,Furniture,198,79.47,10.00,14161.55,NORMAL,Winter,Snowy
S004,North,P0066,Clothing,198,88.12,10.00,15702.98,NORMAL,Winter,Cloudy
S005,North,P0116,Furniture,198,24.28,20.00,3845.95,NORMAL,Winter,Rainy
S005,South,P0066,Clothing,198,78.90,5.00,14841.09,NORMAL,Winter,Sunny
S002,South,P0017,Toys,199,58.99,15.00,9978.16,NORMAL,Winter,Rainy
S002,North,P0046,Clothing,200,76.62,15.00,13025.40,NORMAL,Winter,Rainy
S003,West,P0178,Clothing,200,65.93,0.00,13186.00,NORMAL,Winter,Sunny
S004,North,P0171,Electronics,200,29.82,0.00,5964.00,NORMAL,Winter,Sunny
S005,West,P0175,Electronics,200,89.59,5.00,17022.10,NORMAL,Winter,Rainy
S002,West,P0178,Clothing,201,40.04,0.00,8048.04,HIGH,Winter,Rainy
S004,North,P0175,Electronics,201,14.96,15.00,2555.92,HIGH,Winter,Rainy
S004,West,P0068,Electronics,201,18.39,15.00,3141.93,HIGH,Winter,Sunny
S005,South,P0183,Electronics,201,90.56,10.00,16382.30,HIGH,Winter,Rainy
S002,East,P0070,Electronics,202,52.34,0.00,10572.68,HIGH,Winter,Snowy
S005,East,P0187,Clothing,202,84.11,15.00,14441.69,HIGH,Winter,Sunny
S003,North,P0046,Clothing,203,91.26,15.00,15746.91,HIGH,Winter,Sunny
S004,North,P0178,Clothing,203,43.69,5.00,8425.62,HIGH,Winter,Snowy
S005,North,P0178,Clothing,203,58.63,5.00,11306.80,HIGH,Winter,Rainy
S001,South,P0067,Furniture,204,86.95,0.00,17737.80,HIGH,Winter,Sunny
S001,West,P0178,Clothing,204,43.44,0.00,8861.76,HIGH,Winter,Rainy
S003,East,P0171,Electronics,204,17.58,5.00,3407.00,HIGH,Winter,Sunny
S004,South,P0166,Groceries,204,54.57,10.00,10019.05,HIGH,Winter,Snowy
S003,North,P0166,Groceries,205,81.67,0.00,16742.35,HIGH,Winter,Cloudy
S004,South,P0094,Groceries,206,86.63,10.00,16061.20,HIGH,Winter,Rainy
S001,East,P0085,Electronics,207,64.33,5.00,12650.49,HIGH,Winter,Sunny
S001,South,P0187,Clothing,207,46.98,0.00,9724.86,HIGH,Winter,Cloudy
S004,South,P0067,Furniture,207,85.16,5.00,16746.71,HIGH,Winter,Snowy
S004,South,P0175,Electronics,207,45.90,10.00,8551.17,HIGH,Winter,Cloudy
S001,North,P0070,Electronics,208,27.21,15.00,4810.73,HIGH,Winter,Sunny
S002,East,P0125,Clothing,208,83.94,10.00,15713.57,HIGH,Winter,Rainy
S002,East,P0057,Clothing,209,30.31,20.00,5067.83,HIGH,Winter,Snowy
S003,East,P0129,Furniture,209,12.76,10.00,2400.16,HIGH,Winter,Cloudy
S003,South,P0017,Toys,209,52.56,20.00,8788.03,HIGH,Winter,Sunny
S003,West,P0159,Electronics,211,72.12,5.00,14456.45,HIGH,Winter,Cloudy
S004,North,P0125,Clothing,211,88.71,5.00,17781.92,HIGH,Winter,Sunny
S004,South,P0178,Clothing,212,18.14,10.00,3461.11,HIGH,Winter,Snowy
S004,West,P0046,Clothing,212,82.54,5.00,16623.56,HIGH,Winter,Snowy
S002,East,P0083,Toys,213,83.61,0.00,17808.93,HIGH,Winter,Rainy
S005,North,P0125,Clothing,213,74.93,5.00,15162.09,HIGH,Winter,Rainy
S002,East,P0153,Furniture,214,29.85,5.00,6068.51,HIGH,Winter,Sunny
S004,East,P0133,Clothing,214,88.56,10.00,17056.66,HIGH,Winter,Snowy
S004,East,P0153,Furniture,214,96.83,10.00,18649.46,HIGH,Winter,Snowy
S005,South,P0126,Clothing,214,90.04,0.00,19268.56,HIGH,Winter,Sunny
S001,North,P0017,Toys,215,74.10,20.00,12745.20,HIGH,Winter,Snowy
S001,North,P0187,Clothing,215,93.14,0.00,20025.10,HIGH,Winter,Snowy
S002,West,P0057,Clothing,216,89.56,0.00,19344.96,HIGH,Winter,Snowy
S002,East,P0068,Electronics,217,93.34,10.00,18229.30,HIGH,Winter,Cloudy
S003,West,P0066,Clothing,217,23.25,10.00,4540.73,HIGH,Winter,Cloudy
S001,East,P0046,Clothing,218,92.05,0.00,20066.90,HIGH,Winter,Snowy
S003,North,P0178,Clothing,219,32.95,5.00,6855.25,HIGH,Winter,Snowy
S005,West,P0083,Toys,219,80.54,0.00,17638.26,HIGH,Winter,Snowy
S001,North,P0116,Furniture,220,34.04,0.00,7488.80,HIGH,Winter,Sunny
S001,South,P0070,Electronics,221,72.82,10.00,14483.90,HIGH,Winter,Rainy
S004,West,P0061,Clothing,221,74.20,5.00,15578.29,HIGH,Winter,Rainy
S001,East,P0061,Clothing,222,83.49,5.00,17608.04,HIGH,Winter,Rainy
S003,North,P0133,Clothing,222,23.15,10.00,4625.37,HIGH,Winter,Sunny
S003,East,P0126,Clothing,223,25.03,20.00,4465.35,HIGH,Winter,Cloudy
S001,North,P0178,Clothing,225,56.81,5.00,12143.14,HIGH,Winter,Sunny
S002,South,P0016,Clothing,225,70.12,10.00,14199.30,HIGH,Winter,Rainy
S005,North,P0069,Clothing,225,66.26,0.00,14908.50,HIGH,Winter,Cloudy
S001,South,P0061,Clothing,227,35.11,15.00,6774.47,HIGH,Winter,Rainy
S002,North,P0083,Toys,227,47.87,5.00,10323.17,HIGH,Winter,Cloudy
S004,South,P0061,Clothing,227,96.76,20.00,17571.62,HIGH,Winter,Sunny
S003,East,P0016,Clothing,228,23.83,0.00,5433.24,HIGH,Winter,Snowy
S004,East,P0083,Toys,228,63.88,10.00,13108.18,HIGH,Winter,Cloudy
S004,South,P0046,Clothing,230,99.15,5.00,21664.28,HIGH,Winter,Sunny
S005,North,P0068,Electronics,230,78.10,5.00,17064.85,HIGH,Winter,Sunny
S001,East,P0057,Clothing,232,43.69,0.00,10136.08,HIGH,Winter,Rainy
S001,North,P0069,Clothing,233,15.32,5.00,3391.08,HIGH,Winter,Sunny
S005,East,P0126,Clothing,234,75.28,0.00,17615.52,HIGH,Winter,Cloudy
S005,West,P0133,Clothing,234,63.81,10.00,13438.39,HIGH,Winter,Rainy
S001,West,P0046,Clothing,235,78.26,10.00,16551.99,HIGH,Winter,Cloudy
S001,West,P0183,Electronics,235,78.52,10.00,16606.98,HIGH,Winter,Cloudy
S004,East,P0171,Electronics,235,88.15,0.00,20715.25,HIGH,Winter,Snowy
S004,South,P0057,Clothing,238,21.81,10.00,4671.70,HIGH,Winter,Rainy
S004,South,P0126,Clothing,239,61.32,15.00,12457.16,HIGH,Winter,Sunny
S005,East,P0096,Toys,239,86.71,5.00,19687.51,HIGH,Winter,Sunny
S005,East,P0133,Clothing,239,90.71,10.00,19511.72,HIGH,Winter,Rainy
S005,South,P0016,Clothing,240,55.46,10.00,11979.36,HIGH,Winter,Cloudy
S005,North,P0057,Clothing,241,41.11,0.00,9907.51,HIGH,Winter,Sunny
S002,North,P0066,Clothing,242,57.46,0.00,13905.32,HIGH,Winter,Cloudy
S002,South,P0153,Furniture,244,46.65,15.00,9675.21,HIGH,Winter,Cloudy
S001,West,P0187,Clothing,245,98.68,15.00,20550.11,HIGH,Winter,Snowy
S002,North,P0067,Furniture,245,21.01,0.00,5147.45,HIGH,Winter,Cloudy
S004,East,P0069,Clothing,245,83.21,0.00,20386.45,HIGH,Winter,Snowy
S005,West,P0085,Electronics,245,98.48,0.00,24127.60,HIGH,Winter,Snowy
S002,South,P0129,Furniture,246,67.43,15.00,14099.61,HIGH,Winter,Sunny
S003,South,P0066,Clothing,246,80.31,5.00,18768.45,HIGH,Winter,Sunny
S004,East,P0046,Clothing,247,25.71,10.00,5715.33,HIGH,Winter,Rainy
S004,North,P0016,Clothing,248,97.80,0.00,24254.40,HIGH,Winter,Sunny
S001,North,P0125,Clothing,253,12.16,0.00,3076.48,HIGH,Winter,Cloudy
S005,North,P0016,Clothing,254,26.12,0.00,6634.48,HIGH,Winter,Snowy
S003,East,P0079,Furniture,255,17.92,10.00,4112.64,HIGH,Winter,Cloudy
S004,East,P0183,Electronics,255,25.63,5.00,6208.87,HIGH,Winter,Snowy
S004,South,P0116,Furniture,255,63.65,5.00,15419.21,HIGH,Winter,Cloudy
S004,North,P0096,Toys,257,32.42,15.00,7082.15,HIGH,Winter,Cloudy
S003,East,P0178,Clothing,258,72.49,20.00,14961.94,HIGH,Winter,Sunny
S004,South,P0016,Clothing,258,37.11,0.00,9574.38,HIGH,Winter,Sunny
S002,East,P0016,Clothing,259,90.75,20.00,18803.40,HIGH,Winter,Cloudy
S004,East,P0057,Clothing,259,99.42,0.00,25749.78,HIGH,Winter,Snowy
S002,East,P0067,Furniture,260,22.11,10.00,5173.74,HIGH,Winter,Sunny
S004,North,P0069,Clothing,260,89.37,5.00,22074.39,HIGH,Winter,Sunny
S002,South,P0057,Clothing,262,64.19,0.00,16817.78,HIGH,Winter,Rainy
S005,East,P0166,Groceries,262,74.08,0.00,19408.96,HIGH,Winter,Rainy
S001,East,P0016,Clothing,263,67.08,20.00,14113.63,HIGH,Winter,Snowy
S002,East,P0079,Furniture,264,47.98,10.00,11400.05,HIGH,Winter,Cloudy
S001,East,P0066,Clothing,266,85.80,0.00,22822.80,HIGH,Winter,Snowy
S001,East,P0133,Clothing,267,74.48,5.00,18891.85,HIGH,Winter,Snowy
S001,North,P0126,Clothing,273,61.03,15.00,14162.01,HIGH,Winter,Sunny
S003,North,P0066,Clothing,275,21.64,0.00,5951.00,HIGH,Winter,Cloudy
S002,East,P0061,Clothing,276,74.31,0.00,20509.56,HIGH,Winter,Cloudy
S002,North,P0016,Clothing,277,49.78,0.00,13789.06,HIGH,Winter,Rainy
S005,West,P0046,Clothing,309,28.51,10.00,7928.63,HIGH,Winter,Cloudy
S005,East,P0125,Clothing,315,99.43,5.00,29754.43,HIGH,Winter,Rainy
S005,West,P0125,Clothing,327,24.43,10.00,7189.75,HIGH,Winter,Cloudy
S002,North,P0061,Clothing,339,16.87,5.00,5432.98,HIGH,Winter,Cloudy
S001,North,P0133,Clothing,346,76.23,10.00,23738.02,HIGH,Winter,Sunny
S004,West,P0069,Clothing,374,20.33,0.00,7603.42,HIGH,Winter,Rainy
